City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Villafranca De Los Barros,ES,38.5614,-6.3381,70.0,40,75,7.94,broken clouds
345,Russell,US,32.3502,-85.1999,87.4,62,0,3.44,clear sky
346,Tiarei,PF,-17.5333,-149.3333,82.42,77,9,23.17,light rain
347,Marystown,CA,47.1666,-55.1483,60.24,56,48,9.78,scattered clouds
348,Anadyr,RU,64.75,177.4833,46.49,61,0,6.71,clear sky
349,Lyaskelya,RU,61.7667,31.0167,38.8,90,33,6.62,scattered clouds
350,Matagami,CA,49.7502,-77.6328,71.71,56,75,8.05,broken clouds
351,Mamallapuram,IN,12.6264,80.1722,78.85,82,100,13.31,overcast clouds
352,Alenquer,BR,-1.9417,-54.7383,84.54,55,70,1.36,broken clouds
353,Sitka,US,57.0531,-135.33,62.49,63,75,10.36,broken clouds
354,Kushima,JP,31.4583,131.2333,74.12,73,87,4.68,overcast clouds
355,Buala,SB,-8.145,159.5921,82.29,75,49,10.6,light rain
356,Muzhi,RU,65.3667,64.6667,36.72,91,100,5.61,overcast clouds
357,Jacarau,BR,-6.6122,-35.2928,70.48,75,3,14.27,clear sky
358,Bachaquero,VE,9.9694,-71.1494,86.68,67,62,2.44,broken clouds
359,Hami,CN,42.8,93.45,76.95,13,4,8.05,clear sky
360,Luanda,AO,-8.8368,13.2343,73.4,83,75,3.44,broken clouds
361,Rock Sound,BS,24.9,-76.2,82.8,74,5,10.51,light rain
362,Talnakh,RU,69.4865,88.3972,33.21,82,10,2.44,clear sky
363,Huilong,CN,31.8111,121.655,77.94,76,100,6.67,overcast clouds
364,Porosozero,RU,62.7191,32.727,35.69,98,45,5.93,scattered clouds
365,Manzhouli,CN,49.6,117.4333,50.14,86,71,5.91,broken clouds
366,Amuntai,ID,-2.4177,115.2494,72.81,98,94,0.78,overcast clouds
367,Mwene-Ditu,CD,-7.0,23.45,76.28,44,5,2.46,clear sky
368,Haines Junction,CA,60.7522,-137.5108,62.55,36,41,6.91,scattered clouds
369,Amga,RU,60.8953,131.9608,43.16,90,100,11.74,overcast clouds
370,Beloha,MG,-25.1667,45.05,67.6,72,80,12.01,broken clouds
371,Kuybysheve,UA,47.358,36.6491,47.59,50,0,3.53,clear sky
372,Gorontalo,ID,0.5412,123.0595,73.49,94,99,1.43,overcast clouds
373,Grao Mogol,BR,-16.5594,-42.8897,67.3,59,100,11.56,overcast clouds
374,Petropavlovskoye,RU,52.0712,84.107,61.03,42,100,12.95,overcast clouds
375,Wagar,SD,16.1525,36.2032,89.6,50,100,18.16,overcast clouds
376,Ghanzi,BW,-21.5667,21.7833,66.61,36,3,11.14,clear sky
377,Chokwe,MZ,-24.5333,32.9833,61.95,85,6,5.23,clear sky
378,Tiksi,RU,71.6872,128.8694,41.79,84,97,6.73,overcast clouds
379,Husavik,IS,66.0449,-17.3389,51.35,86,56,4.45,broken clouds
380,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,93,70,8.3,broken clouds
381,Merauke,ID,-8.4667,140.3333,77.81,90,88,10.33,overcast clouds
382,Cap Malheureux,MU,-19.9842,57.6142,68.47,76,34,1.99,scattered clouds
383,Azoyu,MX,16.7167,-98.7333,83.44,73,100,6.67,overcast clouds
384,Lamu,KE,-2.2717,40.902,75.42,81,8,14.79,clear sky
385,Jasper,US,37.2001,-94.3502,87.12,48,40,9.22,scattered clouds
386,Artvin,TR,41.1667,41.8333,48.56,90,18,1.61,few clouds
387,Arkhangelsk,RU,64.5401,40.5433,39.31,100,20,4.47,few clouds
388,Sistranda,NO,63.7256,8.834,49.96,70,27,3.69,scattered clouds
389,Corinto,GR,37.9407,22.9573,71.89,51,0,4.27,clear sky
390,Ambilobe,MG,-13.2,49.05,65.32,75,11,4.03,few clouds
391,Jaragua,BR,-15.7569,-49.3344,82.8,23,10,3.24,clear sky
392,Road Town,VG,18.4167,-64.6167,84.29,70,20,8.05,few clouds
393,Nybro,SE,56.7446,15.9071,58.01,77,99,8.52,overcast clouds
394,Tambopata,PE,-12.7333,-69.1833,87.69,45,0,3.44,clear sky
395,Moree,AU,-29.4667,149.85,57.02,73,100,19.01,light rain
396,Birobidzhan,RU,48.8,132.95,52.29,83,19,5.57,few clouds
397,Inhambane,MZ,-23.865,35.3833,70.52,63,100,7.49,overcast clouds
398,Three Hills,CA,51.7001,-113.2686,77.07,33,50,18.01,scattered clouds
399,Hovd,MN,48.0056,91.6419,63.55,22,0,9.91,clear sky
400,Preobrazheniye,RU,42.9019,133.9064,61.86,85,0,5.97,clear sky
401,Huarmey,PE,-10.0681,-78.1522,64.76,73,48,12.03,scattered clouds
402,Asau,RO,46.4333,26.4,51.28,91,14,4.81,few clouds
403,Maine-Soroa,NE,13.2114,12.0241,82.94,62,84,1.99,light rain
404,Taksimo,RU,56.3444,114.8794,37.47,85,5,1.36,clear sky
405,Tessenderlo,BE,51.0655,5.0867,68.76,74,89,4.97,overcast clouds
406,Tagusao,PH,9.1924,117.8141,78.69,84,25,2.71,scattered clouds
407,Jalu,LY,29.0331,21.5482,77.86,39,1,14.07,clear sky
408,Kajaani,FI,64.2273,27.7285,37.45,93,75,3.44,broken clouds
409,Glendive,US,47.1053,-104.7125,103.17,16,0,9.22,clear sky
410,Buchanan,LR,5.8808,-10.0467,76.3,86,88,8.55,light rain
411,Sur,OM,22.5667,59.5289,79.48,70,0,11.74,clear sky
412,Alofi,NU,-19.0595,-169.9187,82.29,61,3,11.5,clear sky
413,Avarua,CK,-21.2078,-159.775,78.85,73,40,18.41,scattered clouds
414,Pimentel,PE,-6.8367,-79.9342,66.49,72,20,16.11,few clouds
415,Lieksa,FI,63.3167,30.0167,38.3,92,37,6.78,scattered clouds
416,Tessalit,ML,20.1986,1.0114,95.09,13,5,12.33,clear sky
417,Falam,MM,22.9167,93.6833,61.66,93,99,0.76,overcast clouds
418,Yulara,AU,-25.2406,130.9889,51.78,51,0,7.09,clear sky
419,Rovaniemi,FI,66.5,25.7167,42.21,70,100,3.44,overcast clouds
420,Samoded,RU,63.6083,40.5111,37.02,96,99,5.26,overcast clouds
421,Ambon,ID,-3.6954,128.1814,78.24,15,20,5.75,few clouds
422,Aden,YE,12.7794,45.0367,86.74,70,15,12.08,few clouds
423,Wlodawa,PL,51.55,23.55,48.24,52,59,4.74,broken clouds
424,Bertoua,CM,4.5833,13.6833,68.58,97,87,1.36,moderate rain
425,Doume,CM,4.2333,13.45,70.25,97,83,2.48,light rain
426,San Patricio,US,28.017,-97.5169,91.35,45,99,4.68,overcast clouds
427,Murray Bridge,AU,-35.1167,139.2667,56.12,91,94,7.45,overcast clouds
428,Mount Isa,AU,-20.7333,139.5,71.37,64,75,3.44,broken clouds
429,Necochea,AR,-38.5473,-58.7368,62.13,61,88,10.45,overcast clouds
430,Zhigansk,RU,66.7697,123.3711,43.39,80,96,5.3,overcast clouds
431,Polis,CY,35.0367,32.4264,75.02,66,0,5.06,clear sky
432,Nara,JP,34.6851,135.8049,77.5,65,95,3.85,overcast clouds
433,Winnemucca,US,40.973,-117.7357,102.25,9,0,9.22,clear sky
434,Kenai,US,60.5544,-151.2583,57.15,74,100,4.61,overcast clouds
435,Seoul,KR,37.5683,126.9778,63.84,70,0,2.24,clear sky
436,Osorno,CL,-40.5667,-73.15,46.71,71,75,12.66,broken clouds
437,Sharqpur,PK,31.4633,74.1,84.33,64,0,3.69,clear sky
438,Ugoofaaru,MV,5.6667,73.0,80.83,81,100,16.44,overcast clouds
439,Urumqi,CN,43.801,87.6005,76.15,18,0,11.18,clear sky
440,Ayan,RU,56.45,138.1667,49.46,72,87,27.04,overcast clouds
441,Kassala,SD,15.451,36.4,78.89,72,98,19.42,overcast clouds
442,Kupang,ID,-10.1667,123.5833,73.44,81,21,6.42,few clouds
443,Buncrana,IE,55.1333,-7.45,56.55,93,94,7.76,overcast clouds
444,Liwan,PH,17.5191,121.632,75.45,95,53,0.69,broken clouds
445,Santarem,BR,-2.4431,-54.7083,84.33,74,20,5.75,few clouds
446,Gao,ML,16.6362,1.637,93.18,31,69,6.44,broken clouds
447,Mana,GF,5.6592,-53.7767,79.83,79,17,9.31,few clouds
448,Puerto Cabezas,NI,14.0351,-83.3888,85.96,74,40,6.91,scattered clouds
449,Saint Anthony,US,45.0205,-93.218,89.76,51,0,8.05,clear sky
450,Marsh Harbour,BS,26.5412,-77.0636,84.36,70,20,7.9,few clouds
451,Mehriz,IR,31.5917,54.4318,73.9,11,0,1.79,clear sky
452,Benghazi,LY,32.1167,20.0667,78.39,58,0,16.2,clear sky
453,Palora,EC,-1.7,-77.9333,75.31,54,44,3.74,scattered clouds
454,Phalombe,MW,-15.8064,35.6507,62.02,70,42,4.5,scattered clouds
455,Tamandare,BR,-8.7597,-35.1047,73.45,70,1,9.17,clear sky
456,Bubaque,GW,11.2833,-15.8333,80.74,82,100,6.24,moderate rain
457,Luena,AO,-11.7833,19.9167,64.56,20,0,5.99,clear sky
458,Kawalu,ID,-7.3817,108.2082,71.56,97,100,0.78,overcast clouds
459,Komsomolskiy,UZ,40.4272,71.7189,74.12,31,0,9.22,clear sky
460,Asahikawa,JP,43.7678,142.3703,63.61,77,20,5.75,few clouds
461,Patterson,US,37.4716,-121.1297,111.02,10,0,10.83,clear sky
462,Kumluca,TR,36.3703,30.2869,80.56,50,0,6.02,clear sky
463,Ostersund,SE,63.1792,14.6357,48.65,87,80,14.97,broken clouds
464,Carballo,ES,43.213,-8.691,65.89,87,86,4.12,overcast clouds
465,Guane,CU,22.2025,-84.0875,86.23,66,53,4.27,broken clouds
466,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,81,100,4.61,light rain
467,Boende,CD,-0.2167,20.8667,77.52,72,91,1.57,overcast clouds
468,Labuan,MY,5.2767,115.2417,77.36,94,40,0.0,scattered clouds
469,Bukama,CD,-9.2,25.85,76.06,25,3,2.75,clear sky
470,Changji,CN,44.0167,87.3167,79.59,18,0,11.18,clear sky
471,Verkhoyansk,RU,67.5447,133.385,46.94,62,100,11.88,overcast clouds
472,Tabou,CI,4.423,-7.3528,74.59,91,64,4.94,broken clouds
473,Tazovskiy,RU,67.4667,78.7,30.92,82,18,9.84,few clouds
474,Mareeba,AU,-17.0,145.4333,70.52,92,72,5.44,broken clouds
475,Soyo,AO,-6.1349,12.3689,73.8,90,22,10.74,few clouds
476,Dustlik,UZ,40.5247,68.0358,66.43,31,0,7.99,clear sky
477,Chauk,MM,20.8833,94.8167,77.65,89,100,1.32,overcast clouds
478,Kailua,US,21.4022,-157.7394,87.78,64,40,13.8,scattered clouds
479,Patea,NZ,-39.7583,174.4833,58.69,50,48,2.95,scattered clouds
480,Mount Gambier,AU,-37.8333,140.7667,55.31,94,100,16.11,light intensity shower rain
481,San Juan,AR,-31.5375,-68.5364,80.64,4,0,30.42,clear sky
482,Avila,ES,40.5833,-5.0,63.64,57,99,5.44,overcast clouds
483,Hanmer Springs,NZ,-42.5167,172.8167,45.28,63,94,2.75,overcast clouds
484,Ucluelet,CA,48.9329,-125.5528,68.31,71,0,5.99,clear sky
485,Lander,US,42.833,-108.7307,97.11,12,0,5.75,clear sky
486,Mishkino,RU,55.3389,63.9175,40.01,90,16,9.13,few clouds
487,Goderich,CA,43.7501,-81.7165,71.91,73,0,11.5,clear sky
488,La Asuncion,VE,11.0333,-63.8628,83.93,74,41,3.44,scattered clouds
489,Groningen,NL,53.25,6.75,64.04,85,100,7.2,overcast clouds
490,Fairmont,US,39.4851,-80.1426,74.57,79,85,3.89,overcast clouds
491,Tari,NG,12.4086,4.4914,73.83,87,100,5.41,light rain
492,Paamiut,GL,61.994,-49.6678,40.62,82,99,13.02,overcast clouds
493,Sechura,PE,-5.5569,-80.8222,70.9,61,16,19.73,few clouds
494,Acapulco,MX,16.8634,-99.8901,85.82,74,75,11.5,broken clouds
495,Taybad,IR,34.74,60.7756,76.17,23,0,10.85,clear sky
496,Saint George,US,37.1041,-113.5841,107.44,16,0,10.36,clear sky
497,Boa Vista,BR,2.8197,-60.6733,87.78,69,20,2.3,light rain
498,Kayes,ML,14.0,-11.0,73.24,78,98,5.99,moderate rain
499,Yabrud,SY,33.9674,36.6574,66.09,63,0,1.45,clear sky
500,Orlik,RU,52.5178,99.825,51.55,59,23,3.04,few clouds
501,Yar-Sale,RU,66.8333,70.8333,31.87,83,75,8.46,broken clouds
502,Domoni,KM,-12.2569,44.5319,71.89,79,4,1.01,clear sky
503,Nantucket,US,41.2835,-70.0995,71.71,75,0,12.66,clear sky
504,Canton,CN,23.1167,113.25,82.35,78,91,4.03,overcast clouds
505,Kaohsiung,TW,22.6163,120.3133,78.89,92,75,4.61,broken clouds
506,San Jeronimo,PE,-11.9472,-75.2829,60.01,44,91,10.22,overcast clouds
507,Alice Springs,AU,-23.7,133.8833,57.22,26,0,5.75,clear sky
508,Mehamn,NO,71.0357,27.8492,48.15,87,100,13.8,overcast clouds
509,Yamada,JP,39.4667,141.95,70.92,83,99,9.44,overcast clouds
510,Nizwa,OM,22.9333,57.5333,76.55,70,0,3.67,clear sky
511,Pachuquilla,MX,20.0667,-98.7,65.71,66,93,9.33,overcast clouds
512,Lata,PT,40.1629,-8.3327,67.82,88,98,0.81,overcast clouds
513,Itarema,BR,-2.9248,-39.9167,77.77,78,3,17.56,clear sky
514,Ipixuna,BR,-1.7625,-48.8043,79.36,78,48,6.58,scattered clouds
515,Zainsk,RU,55.3195,52.0694,47.39,92,100,8.37,overcast clouds
516,Half Moon Bay,US,37.4636,-122.4286,106.54,53,0,10.36,haze
517,Kpandae,GH,8.4689,-0.0113,73.85,93,59,3.78,light rain
518,Arlit,NE,18.7369,7.3853,97.27,16,72,9.78,broken clouds
519,Petawawa,CA,45.9001,-77.3328,73.78,63,0,4.61,clear sky
520,Zhangjiakou,CN,40.81,114.8794,61.32,50,0,2.17,clear sky
521,Kamra,PK,33.7473,73.5111,74.95,82,0,7.38,clear sky
522,Poykovskiy,RU,61.2333,73.3333,44.89,87,40,11.18,scattered clouds
523,Richards Bay,ZA,-28.783,32.0377,65.55,72,0,13.38,clear sky
524,Klaksvik,FO,62.2266,-6.589,58.12,97,57,18.16,light rain
525,Kysyl-Syr,RU,63.8986,122.7617,42.4,82,56,6.96,broken clouds
526,Ranong,TH,9.9658,98.6348,78.57,83,100,15.41,light rain
527,Chachoengsao,TH,13.6167,101.4167,79.09,98,100,3.96,light rain
528,Evensk,RU,61.95,159.2333,46.44,72,100,5.77,overcast clouds
529,Costa Rica,BR,-23.4167,-54.65,73.26,61,5,6.44,clear sky
530,Adeje,ES,28.1227,-16.726,73.22,71,20,4.61,few clouds
531,Raudeberg,NO,61.9875,5.1352,54.27,67,53,8.86,broken clouds
532,La Ronge,CA,55.1001,-105.2842,70.05,43,75,8.05,broken clouds
533,Arrifes,PT,37.7667,-25.7,71.85,94,40,12.66,scattered clouds
534,Brae,GB,60.3964,-1.353,56.37,93,100,16.98,overcast clouds
535,Usinsk,RU,65.9939,57.5281,33.69,84,56,8.93,broken clouds
536,College,US,64.8569,-147.8028,54.59,85,75,0.0,broken clouds
537,Leningradskiy,RU,69.3833,178.4167,43.05,55,4,8.21,clear sky
538,Negru Voda,RO,43.8167,28.2,68.32,68,16,7.38,few clouds
539,Shubarkuduk,KZ,49.1447,56.4872,48.0,51,54,2.73,broken clouds
540,Malatya,TR,38.5,38.0,57.25,41,0,8.05,clear sky
541,Ozernovskiy,RU,51.5,156.5167,56.66,91,100,18.23,overcast clouds
542,Ontario,US,34.0633,-117.6509,110.68,29,20,16.11,smoke
543,Coihaique,CL,-45.5752,-72.0662,38.01,97,97,2.35,overcast clouds
544,Senanga,ZM,-16.1167,23.2667,65.07,32,0,7.4,clear sky
545,Jacareacanga,BR,-6.2222,-57.7528,88.21,40,99,0.92,overcast clouds
546,Tarko-Sale,RU,64.9225,77.785,38.12,96,100,19.51,overcast clouds
547,North Bend,US,43.4065,-124.2243,73.92,88,0,26.46,clear sky
548,Saint-Paul,RE,-21.0096,55.2707,70.36,68,67,4.16,broken clouds
549,Tomatlan,MX,19.9333,-105.25,87.57,65,100,7.4,overcast clouds
550,Kangaatsiaq,GL,68.3065,-53.4641,38.98,89,100,7.47,overcast clouds
551,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,58.77,92,16,5.06,few clouds
552,Cuamba,MZ,-14.8031,36.5372,69.46,57,73,3.44,broken clouds
553,Fare,PF,-16.7,-151.0167,78.08,74,3,20.98,clear sky
554,Lerwick,GB,60.1545,-1.1494,57.2,94,100,18.84,overcast clouds
555,Surt,LY,31.2089,16.5887,79.88,63,0,11.74,clear sky
556,Darab,IR,28.7519,54.5444,80.76,33,0,5.21,clear sky
557,Asfi,MA,32.2994,-9.2372,69.94,78,18,20.42,few clouds
558,Deer Lake,CA,49.1667,-57.4316,53.46,62,20,6.91,few clouds
559,Sheltozero,RU,61.3667,35.3667,44.74,79,53,11.77,broken clouds
560,Bardiyah,LY,31.7561,25.0865,76.62,67,3,11.25,clear sky
561,Jacmel,HT,18.2342,-72.5347,87.64,73,25,4.32,scattered clouds
562,Pisco,PE,-13.7,-76.2167,62.65,77,100,10.36,overcast clouds
563,Takoradi,GH,4.8845,-1.7554,74.5,92,4,6.91,clear sky
564,Launceston,AU,-41.45,147.1667,52.16,84,75,12.66,broken clouds
565,Iqaluit,CA,63.7506,-68.5145,42.53,86,75,14.97,broken clouds
566,Maua,BR,-23.6678,-46.4614,65.75,89,47,6.87,scattered clouds
567,Iksal,IL,32.6816,35.3237,74.91,82,0,3.56,clear sky
568,Mundo Nuevo,MX,18.7,-95.5,84.16,70,42,8.7,scattered clouds
569,Mlonggo,ID,-6.5333,110.7,77.41,83,76,4.7,broken clouds
570,Andahuaylas,PE,-13.6556,-73.3872,63.46,32,96,8.63,overcast clouds
571,Mmabatho,ZA,-25.85,25.6333,51.76,76,0,8.05,clear sky
572,Beyneu,KZ,45.3167,55.2,64.99,48,97,4.52,overcast clouds
573,Champerico,GT,14.3,-91.9167,88.34,72,20,8.86,few clouds
574,Omboue,GA,-1.5746,9.2618,74.5,87,100,8.55,overcast clouds
575,Lulea,SE,65.5842,22.1547,35.67,93,75,1.14,broken clouds
576,Dombas,NO,62.0696,9.1235,45.12,84,67,6.26,broken clouds
577,Singleton,AU,-32.5667,151.1833,53.92,97,100,0.65,overcast clouds
578,Colinas,BR,-6.0258,-44.2492,83.71,29,50,4.07,scattered clouds
579,Rosbach,DE,50.8,7.6167,67.26,72,61,2.64,broken clouds
580,Mezhova,UA,48.2532,36.7347,47.93,50,3,4.63,clear sky
581,Coahuayana,MX,18.7333,-103.6833,88.02,60,71,5.3,broken clouds
582,Hambantota,LK,6.1241,81.1185,78.33,82,100,18.63,overcast clouds
583,Sardarshahr,IN,28.4333,74.4833,89.76,45,24,4.41,few clouds
584,El Tigre,VE,8.8875,-64.2454,80.89,73,73,5.95,broken clouds
585,Hay River,CA,60.8156,-115.7999,55.38,47,75,12.66,broken clouds
586,Mildura,AU,-34.2,142.15,56.07,95,100,17.6,light rain
587,Pangnirtung,CA,66.1451,-65.7125,51.8,58,100,19.57,overcast clouds
588,Barreirinha,BR,-2.7933,-57.07,88.79,42,55,4.41,broken clouds
589,Tecoanapa,MX,16.5167,-98.75,84.99,65,100,9.64,overcast clouds
590,Kudat,MY,6.8837,116.8477,73.33,100,20,0.0,few clouds
591,Wahiawa,US,21.5028,-158.0236,84.52,57,75,10.36,broken clouds
592,Wiarton,CA,44.7407,-81.1332,75.96,49,20,3.44,few clouds
593,Chardara,KZ,41.2547,67.9692,67.87,31,0,9.78,clear sky
594,Nishihara,JP,26.1842,127.7558,79.88,78,20,16.11,few clouds
595,Ixtapa,MX,20.7,-105.2,91.22,62,100,4.61,overcast clouds
596,Saint-Pierre,RE,-21.3393,55.4781,69.91,64,100,5.75,overcast clouds
597,Dudinka,RU,69.4058,86.1778,33.62,80,9,0.16,clear sky
598,Broken Hill,AU,-31.95,141.4333,52.99,79,99,20.49,light rain
599,Divnogorsk,RU,55.9594,92.3619,66.74,63,100,11.14,overcast clouds
600,Thanesar,IN,29.9833,76.8167,78.17,73,3,2.19,clear sky
601,Polovinnoye,RU,54.7914,65.9864,41.16,90,17,9.01,few clouds
602,Naze,JP,28.3667,129.4833,76.12,75,96,9.95,overcast clouds
603,Binzhou,CN,37.3667,118.0167,63.57,62,11,4.38,few clouds
604,Krasnyy Chikoy,RU,50.3643,108.7512,52.54,89,37,3.22,scattered clouds
605,Grimstad,NO,58.3405,8.5934,55.31,76,100,14.76,overcast clouds
606,Baykit,RU,61.67,96.37,47.14,99,100,5.99,light rain
607,Nemuro,JP,43.3236,145.575,64.54,84,68,10.78,broken clouds
608,Zhanakorgan,KZ,43.9098,67.2495,68.36,17,22,16.71,few clouds
609,Bonavista,CA,48.6499,-53.1147,56.05,66,100,16.89,overcast clouds
610,Baker City,US,44.7749,-117.8344,89.31,22,0,8.05,clear sky
611,Bilma,NE,18.6853,12.9164,92.79,27,14,0.63,few clouds
612,Skjervoy,NO,70.0311,20.9714,46.4,74,100,5.39,overcast clouds
613,Maumere,ID,-8.6199,122.2111,76.66,80,69,4.92,broken clouds
614,Moranbah,AU,-22.0016,148.0466,65.26,73,30,16.37,scattered clouds
615,Porto Santo,PT,33.072,-16.3415,71.98,83,20,8.05,few clouds
616,Roros,NO,62.5747,11.3842,37.24,87,88,0.0,overcast clouds
617,Sheopur,IN,25.6667,76.7,82.56,60,96,0.83,overcast clouds
618,Arawa,PG,-6.2132,155.5367,81.27,82,37,3.98,scattered clouds
619,Mandalgovi,MN,45.7625,106.2708,60.33,33,4,5.99,clear sky
620,Quepos,CR,9.4236,-84.1652,79.47,87,84,2.1,broken clouds
621,Miyazu,JP,35.5333,135.1833,72.59,82,98,6.93,overcast clouds
622,Finschhafen,PG,-6.6024,147.8681,82.26,70,81,9.51,broken clouds
623,Araouane,ML,18.9048,-3.5265,85.28,42,98,19.8,overcast clouds
624,Kyzyl-Suu,KG,42.3414,78.0056,63.05,38,0,7.05,clear sky
625,Bijie,CN,27.3125,105.2942,58.8,71,64,1.81,broken clouds
626,Smithers,CA,54.7804,-127.1743,57.52,77,75,5.75,broken clouds
627,Barahona,DO,18.2085,-71.1008,85.82,79,40,16.11,scattered clouds
628,Chernyshevskiy,RU,63.0128,112.4714,32.65,96,12,3.33,few clouds
629,Rio Tercero,AR,-32.173,-64.1141,81.81,15,0,17.2,clear sky
630,Chara,RU,56.9064,118.2631,37.81,77,13,2.48,few clouds
631,Cockburn Town,TC,21.4612,-71.1419,83.46,73,6,11.68,clear sky
632,Znamenskoye,RU,57.1281,73.8282,44.62,91,100,12.26,overcast clouds
633,Lethem,GY,3.3803,-59.7968,80.89,75,86,4.34,overcast clouds
634,Porcia,IT,45.96,12.6072,73.18,84,69,4.23,broken clouds
635,Agadez,NE,19.75,10.25,90.45,16,3,11.59,clear sky
636,Pontiac,US,42.6389,-83.2911,79.81,47,40,9.22,scattered clouds
637,Sun Valley,US,39.5963,-119.776,99.28,21,40,12.66,scattered clouds
638,Saint-Leu,RE,-21.15,55.2833,69.31,67,63,3.91,broken clouds
639,Alta Floresta,BR,-9.8756,-56.0861,85.06,40,70,3.0,broken clouds
640,Poopo,BO,-18.3667,-66.9667,57.97,8,0,5.57,clear sky
641,Te Anau,NZ,-45.4167,167.7167,37.44,94,85,0.96,overcast clouds
642,Ratnagiri,IN,16.9833,73.3,77.4,93,100,10.27,light rain
643,Khani,GE,41.9563,42.9566,47.77,82,7,5.37,clear sky
644,Nome,US,64.5011,-165.4064,52.16,76,75,10.36,broken clouds
645,Magangue,CO,9.242,-74.7547,82.98,84,83,5.53,broken clouds
646,Kokkola,FI,63.8385,23.1307,44.92,92,33,2.3,scattered clouds
647,Gopalpur,IN,19.2667,84.9167,81.09,83,98,7.36,overcast clouds
648,Dunedin,NZ,-45.8742,170.5036,46.94,69,100,0.69,overcast clouds
649,Eydhafushi,MV,5.1033,73.0708,80.37,82,100,15.1,overcast clouds
650,Roald,NO,62.5833,6.1333,55.76,93,25,5.75,scattered clouds
651,Tiznit,MA,29.5833,-9.5,73.44,54,0,1.14,clear sky
652,Raahe,FI,64.6833,24.4833,41.09,64,38,1.92,scattered clouds
653,Rieti,IT,42.4072,12.8592,73.67,51,10,2.3,clear sky
654,Suleja,NG,9.1758,7.1808,72.59,97,100,1.63,overcast clouds
655,Saint-Joseph,RE,-21.3667,55.6167,68.38,73,24,5.55,few clouds
656,Llandrindod Wells,GB,52.2416,-3.3787,58.39,95,80,5.06,broken clouds
657,Conchas,BR,-23.0153,-48.0106,74.73,71,87,8.21,overcast clouds
658,Dawson Creek,CA,55.7666,-120.2362,62.24,39,20,20.71,few clouds
659,Bonthe,SL,7.5264,-12.505,76.62,87,100,10.47,light rain
660,Pitimbu,BR,-7.4706,-34.8086,73.99,73,9,15.26,clear sky
661,Devarkonda,IN,16.7,78.9333,75.79,91,100,2.24,overcast clouds
662,Kloulklubed,PW,7.0419,134.2556,75.7,77,99,5.44,overcast clouds
663,La Ermita,MX,20.4139,-101.9936,74.93,58,74,5.44,broken clouds
664,Nikel,RU,69.4128,30.222,42.98,75,100,5.3,overcast clouds
665,Playas,EC,-2.6333,-80.3833,70.68,82,87,11.86,overcast clouds
666,Itoman,JP,26.1247,127.6694,80.62,78,40,16.11,scattered clouds
667,Rawson,AR,-43.3002,-65.1023,44.82,58,97,15.59,overcast clouds
668,Mugumu,TZ,-1.85,34.7,63.3,81,100,3.87,overcast clouds
669,Broome,US,42.2506,-75.833,69.85,87,100,3.44,overcast clouds
670,Roma,US,43.2128,-75.4557,72.95,74,100,5.75,overcast clouds
671,Dongying,CN,37.4564,118.4856,66.42,58,13,3.56,few clouds
672,Tabory,RU,58.5198,64.5495,41.13,95,73,5.66,broken clouds
673,Waddan,LY,29.1614,16.139,78.64,49,0,13.85,clear sky
674,Yatou,CN,37.15,122.3833,64.87,71,0,2.73,clear sky
675,Dubbo,AU,-32.25,148.6167,57.33,72,75,12.66,broken clouds
676,Esso,RU,55.9333,158.7,52.23,90,97,8.08,overcast clouds
677,Manakara,MG,-22.1333,48.0167,67.08,86,79,3.27,light rain
678,Tamale,GH,9.4008,-0.8393,74.37,92,83,4.43,broken clouds
679,Bindi,SL,9.9167,-11.45,70.72,98,97,3.67,overcast clouds
680,Mahibadhoo,MV,3.7833,72.9667,80.35,83,100,13.96,overcast clouds
681,Shubarshi,KZ,48.5872,57.1869,50.31,45,69,5.28,broken clouds
682,Grand Gaube,MU,-20.0064,57.6608,70.2,76,45,1.99,scattered clouds
683,Westport,US,41.1415,-73.3579,72.95,67,100,12.66,overcast clouds
684,Kyshtovka,RU,56.555,76.6271,45.95,79,100,19.89,overcast clouds
685,Sciacca,IT,37.5082,13.0881,79.99,79,90,4.23,overcast clouds
686,Gat,IL,31.61,34.7642,77.81,100,0,4.32,clear sky
687,Xuanzhou,CN,30.9525,118.7553,69.85,89,97,1.57,overcast clouds
688,Vanavara,RU,60.34,102.2797,41.97,96,100,8.28,light rain
689,Cortes,ES,41.9395,-1.4396,75.25,35,98,3.04,overcast clouds
690,Baruun-Urt,MN,46.6806,113.2792,58.14,44,3,2.89,clear sky
691,Benguela,AO,-12.5763,13.4055,71.56,86,100,4.05,overcast clouds
692,Port Augusta,AU,-32.5,137.7667,51.3,90,60,9.17,broken clouds
693,Sondershausen,DE,51.3667,10.8667,69.01,75,73,2.37,broken clouds
694,Nyakahanga,TZ,-1.6033,31.1414,60.13,86,100,2.91,overcast clouds
695,Ilo,PE,-17.6394,-71.3375,59.79,78,32,6.71,scattered clouds
696,Homer,US,59.6425,-151.5483,55.29,74,100,1.01,overcast clouds
697,Matara,LK,5.9485,80.5353,76.68,89,100,11.88,overcast clouds
